0,9.777744935025515,-4.720640523241052,-6.240114985818916,-3.848616957224767
6,9.777744934349403,-4.720640523241052,-6.36938621210264,-3.848616957224767
16,9.777742772150571,-6.498276591030164,-3.588732662763581,-7.286180612060484
27,9.77774206425588,-5.235860711262932,-5.140199325839696,-6.841221370219605
29,9.777741605282309,-7.608057133862289,-5.14571181274416,-7.283860829551479
37,9.777741578928788,-7.672993597212724,-6.023060364228073,-6.655640433893641
76,9.777741575471723,-7.927115874672571,-6.023060364228073,-7.852315183840092
81,9.777741572874804,-7.554840959316461,-7.468785260580482,-7.426567502898104
82,9.77774157205174,-7.991976061776178,-7.745072806107826,-7.061121531375113
89,9.77774157176707,-7.858230235252238,-7.468785260580482,-7.426567502898104
129,9.777741571661048,-7.858230235252238,-7.968747205112727,-7.426567502898104
130,9.777741571352438,-7.8781242888082055,-7.874980796989982,-7.775913163026052
260,9.777741571336911,-7.867877109733417,-7.9814168615869345,-7.833550749798182
268,9.777741571198373,-7.927115874672571,-7.6576866622763,-7.978605555240005
391,9.777741571045398,-7.991976061776178,-7.824135937921557,-7.95195088844541
395,9.777741571033342,-7.991976061776178,-7.908441920750283,-7.95195088844541
1291,9.777741571024832,-7.986280382820867,-7.997281514554301,-7.978605555240005
1583,9.777741571008402,-7.9949029811493535,-7.967234968612026,-7.990400002592185
1684,9.777741571007153,-7.9949029811493535,-7.978264076439013,-7.990400002592185
3207,9.777741571006837,-7.9949029811493535,-7.978264076439013,-7.99142556066122
4256,9.777741571003931,-7.997850469423938,-7.981358875516538,-7.982224314458085
5794,9.7777415710003,-7.997850469423938,-7.981358875516538,-7.993961960063006
7912,9.777741570999481,-7.997850469423938,-7.981358875516538,-7.996634245468233
8967,9.77774157099796,-7.997827371112686,-7.9966059131991525,-7.996388275807128
13518,9.777741570997357,-7.998157596541475,-7.9966059131991525,-7.996388275807128
14783,9.777741570997318,-7.997850469423938,-7.992533609615398,-7.999815585409046
15350,9.777741570997286,-7.997850469423938,-7.99290047755335,-7.999815585409046
17273,9.777741570997126,-7.998157596541475,-7.998765920906566,-7.996388275807128
19017,9.77774157099552,-7.998815349006497,-7.99290047755335,-7.999815585409046
19380,9.777741570994904,-7.999153397574604,-7.99290047755335,-7.999815585409046
25529,9.777741570994479,-7.999153397574604,-7.9969136729136014,-7.999815585409046
44180,9.777741570993424,-7.9998152596573515,-7.999965657109778,-7.998220529698585
63721,9.777741570993369,-7.999663671548031,-7.99867176404539,-7.999799127232571
86075,9.777741570993234,-7.9998152596573515,-7.999965657109778,-7.998818863128221
119119,9.77774157099308,-7.999847718304412,-7.99926953713636,-7.999399405624038
167385,9.777741570992985,-7.9998152596573515,-7.999965657109778,-7.999691639682201
184536,9.77774157099259,-7.999983536345869,-7.99984743805574,-7.99997050535627
